|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
3978|A|"data/parsed/22/wsj_2230.mrg|6|47"|Shares also closed sharply lower across Europe , particularly in Frankfurt , although London and [ a few other markets ] recovered some ground after stocks began to rebound in New York .|market|pl|NN|[u'activity.n.01']||NP|[]|['JJ', 'JJ']|True|[]|[u'recover', 'some']|['few', 'other']|['London', 'and']|NN|False|False|False|0|False|||recovered|True|0.535714285714|THE|A
4010|A|"data/parsed/22/wsj_2230.mrg|11|59"|`` We did n't trade much today , as our policy now is to wait and see , '' said [ a fund manager ] at Taisho Life Insurance Co .|manager|sg|NN|[u'administrator.n.01']||NP|[]|['NN']|True|[]|['at', 'Taisho']|['fund']|"[""''"", u'say']"|NN|False|True|False|6|False|PP|at||True|0.740740740741|THE|A
4054|A|"data/parsed/22/wsj_2230.mrg|21|4"|[ A midmorning rebound ] brought it back to show a gain of about 200 at the end of the morning session , but the rally failed in the afternoon , and the market closed near the day 's low .|rebound|sg|NN|[u'movement.n.03']||S|[]|['NN']|False|[]|[u'bring', 'it']|['midmorning']|[]|NN|False|False|False|0|False|||brought|False|0.0|THE|A
4056|A|"data/parsed/22/wsj_2230.mrg|21|28"|A midmorning rebound brought it back to show [ a gain ] of about 200 at the end of the morning session , but the rally failed in the afternoon , and the market closed near the day 's low .|gain|sg|NN|[u'indefinite_quantity.n.01']||NP|[]|[]|False|[]|['of', 'about']|[]|['to', 'show']|NN|False|True|False|3|True|PP|of|to|False|0.210526315789|THE|A
4096|A|"data/parsed/22/wsj_2230.mrg|27|75"|On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with [ a 2.4 % drop . ]|drop|sg|NN|[u'sphere.n.05']||PP|['.']|['CD', 'NN']|False|['.']|[]|['<number>', '%']|['Monday', 'with']|NN|False|False|False|0|False|||followed|True|0.965517241379|THE|A
4213|A|"data/parsed/22/wsj_2230.mrg|45|91"|Brokers and fund managers said the region 's markets were reacting to Friday 's Wall Street plunge even though that decline was due to local factors such as failed corporate buy-outs and [ a deteriorating junk-bond market . ]|market|sg|NN|[u'activity.n.01']||NP|['.']|['VBG', 'NN']|True|['.']|[]|[u'deteriorate', 'junk-bond']|['buy-outs', 'and']|NN|False|False|False|0|False|||was|True|0.969696969697|THE|A
4345|A|"data/parsed/22/wsj_2230.mrg|67|17"|Retail investors dumped holdings on [ a massive scale , ] pushing some blue-chip shares down as much as 20 % .|scale|sg|NN|[u'standard.n.01']||PP|[',']|['JJ']|False|[',']|[u'push', 'some']|['massive']|[u'holding', 'on']|NN|False|False|False|0|False|||dumped|False|0.294117647059|THE|A
4422|A|"data/parsed/22/wsj_2231.mrg|12|17"|The proposed initiative would mandate [ a reduction ] of carbon dioxide of 40 % .|reduction|sg|NN|[u'change_of_magnitude.n.01']||NP|[]|[]|False|[]|['of', 'carbon']|[]|['would', 'mandate']|NN|False|True|False|7|True|PP|of|would|False|0.384615384615|THE|A
4521|A|"data/parsed/22/wsj_2231.mrg|31|27"|Of course the state 's liberals are not yet [ a nation ] unto themselves .|nation|sg|NN|[u'political_unit.n.01']||VP|[]|[]|False|[]|['unto', 'themselves']|[]|['not', 'yet']|NN|False|False|False|0|False|||are|False|0.692307692308|THE|A
4529|A|"data/parsed/22/wsj_2231.mrg|32|75"|George Bush , for example , may decide that he does n't want to be the President who lost control of interstate commerce to [ an attorney general ] from California .|general|sg|NN|[u'general_officer.n.01']||PP|[]|['NN']|False|[]|['from', 'California']|['attorney']|['commerce', 'to']|NN|False|False|False|0|False|||lost|False|0.857142857143|THE|A
4545|A|"data/parsed/22/wsj_2231.mrg|34|42"|This grandiose initiative will help California define itself for the future either as [ a state ] still tethered to economic and scientific reality , or as one being led to wherever its la-la activists want to take it .|state|sg|NN|[u'administrative_district.n.01']||S|[]|[]|True|[]|['still', u'tether']|[]|['either', 'as']|NN|False|False|False|0|False|||tethered|True|0.351351351351|THE|A
4557|A|"data/parsed/22/wsj_2232.mrg|3|58"|Spurred by waves of large-scale buying in blue-chip stocks , the Dow Jones Industrial Average rallied yesterday and erased about [ a half ] of Friday 's 190.58-point plunge , gaining 88.12 to 2657.38 .|half|sg|NN|[u'common_fraction.n.01']||NP|[]|[]|False|[]|['of', 'Friday']|[]|['erased', 'about']|NN|False|True|False|6|True|PP|of|rallied|False|0.625|THE|A
4571|A|"data/parsed/22/wsj_2232.mrg|5|29"|While the advance cheered investors who feared [ a 1987-style crash ] would occur yesterday , it was strictly a big-stock rally fed by huge buying by bargain-hunting institutions and program traders .|crash|sg|NN|[u'noise.n.01']||S|[]|['JJ']|True|[]|['would', 'occur']|['1987-style']|['who', u'fear']|NN|False|False|False|0|False|||would|True|0.241379310345|THE|A
4589|A|"data/parsed/22/wsj_2232.mrg|8|12"|Meanwhile , in [ a divergence ] in two of the market 's most important indicators , the Dow industrials ' sister average , the 20-stock Dow Jones Transportation Average , tumbled 102.06 to 1304.23 -- its second-worst decline next to the 164.78-point fall during the 1987 crash .|divergence|sg|NN|[u'separation.n.09']||NP|[]|[]|False|[]|['in', 'two']|[]|[',', 'in']|NN|False|True|False|10|False|PP|in|tumbled|False|0.0652173913043|THE|A
4815|A|"data/parsed/22/wsj_2232.mrg|48|62"|But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed [ a gain ] of 5.74 .|gain|sg|NN|[u'indefinite_quantity.n.01']||NP|[]|[]|False|[]|['of', '<number>']|[]|['index', u'show']|NN|False|True|False|3|True|PP|of|showed|False|0.846153846154|THE|A
4831|A|"data/parsed/22/wsj_2232.mrg|51|33"|Around him , scores of traders seemed to get [ a burst ] of energy ; their boss broke out bottles of Perrier water to cool them off .|burst|sg|NN|[u'change_of_integrity.n.01']||NP|[]|[]|True|[]|['of', 'energy']|[]|['to', 'get']|NN|False|True|False|16|True|PP|of|to|True|0.346153846154|THE|A
4884|A|"data/parsed/22/wsj_2232.mrg|60|108"|James Gallagher , a partner at specialist Fowler & Rosenau , said , `` The difference between today and two years ago '' -- `` Terrible Tuesday , '' Oct. 20 , 1987 -- `` is that then we needed [ a savior ] to go into the Major Market Index , spend $ 2 million and get the program rally started .|savior|sg|NN|[]||VP|[]|[]|False|[]|['to', 'go']|[]|['we', u'need']|NN|False|False|False|0|False|||needed|False|0.666666666667|THE|A
5030|A|"data/parsed/22/wsj_2232.mrg|82|49"|Mr. Phelan said that program trading strategies were n't responsible for triggering Friday 's decline despite [ a jump ] in the use of the computer-driven strategies in recent months .|jump|sg|NN|[u'increase.n.02']||NP|[]|[]|False|[]|['in']|[]|['decline', 'despite']|NN|False|True|False|7|False|PP|in|triggering|False|0.571428571429|THE|A
5047|A|"data/parsed/22/wsj_2232.mrg|84|38"|Program trades make up 10 % of the exchange 's volume on [ an average day , ] but despite the increase Friday , it was `` certainly not something you would say precipitated the market decline , '' Mr. Phelan said S .|day|sg|NN|[u'time_unit.n.01']||PP|[',']|['JJ']|False|[',']|['but', 'despite']|['average']|['volume', 'on']|NN|False|False|False|0|False|||make|False|0.307692307692|THE|A
5084|A|"data/parsed/22/wsj_2232.mrg|88|96"|Meanwhile , Peter DaPuzzo , Shearson 's head of retail equity trading , praised institutional investors in the OTC market , who were heavy buyers of the Nasdaq 's biggest technology issues yesterday amid [ a flood ] of selling by other investors .|flood|sg|NN|[u'geological_phenomenon.n.01']||NP|[]|[]|False|[]|['of', 'selling']|[]|['yesterday', 'amid']|NN|False|True|False|6|True|PP|of|were|False|0.829268292683|THE|A
5133|A|"data/parsed/22/wsj_2233.mrg|2|14"|The anti-defense Greens wanted [ a Washington federal appeals court ] to block today 's scheduled liftoff long enough for them to ask the World Court to `` order '' a permanent cancellation of the $ 1.5 billion flight .|court|sg|NN|[u'assembly.n.04']||S|[]|['NNP', 'JJ', 'NNS']|False|[]|['to', 'block']|['Washington', 'federal', u'appeal']|['Greens', u'want']|NN|False|False|False|0|False|||to|False|0.117647058824|THE|A
5138|A|"data/parsed/22/wsj_2233.mrg|2|78"|The anti-defense Greens wanted a Washington federal appeals court to block today 's scheduled liftoff long enough for them to ask the World Court to `` order '' [ a permanent cancellation ] of the $ 1.5 billion flight .|cancellation|sg|NN|[u'nullification.n.02']||NP|[]|['JJ']|False|[]|['of']|['permanent']|"['order', ""''""]"|NN|False|True|False|7|True|PP|of|to|False|0.777777777778|THE|A
5140|A|"data/parsed/22/wsj_2233.mrg|3|3"|[ A three-judge appeals panel ] yesterday refused to comply , though liberal Judge Pat Wald went out of her way to deny that this was a `` frivolous '' case .|panel|sg|NN|[u'sheet.n.06']||S|[]|['JJ', 'NNS']|False|[]|['yesterday', u'refuse']|['three-judge', u'appeal']|[]|NN|False|False|False|0|False|||refused|False|0.0|THE|A
5162|A|"data/parsed/22/wsj_2234.mrg|2|23"|The restrictions would cover all but [ a small percentage ] of domestic air traffic , and represent a major expansion of the current smoking ban on flights of two hours or less .|percentage|sg|NN|[u'proportion.n.01']||NP|[]|['JJ']|False|[]|['of', 'domestic']|['small']|['all', 'but']|NN|False|True|False|5|True|PP|of|would|False|0.2|THE|A
5164|A|"data/parsed/22/wsj_2234.mrg|2|48"|The restrictions would cover all but a small percentage of domestic air traffic , and represent [ a major expansion ] of the current smoking ban on flights of two hours or less .|expansion|sg|NN|[u'increase.n.05']||NP|[]|['JJ']|False|[]|['of']|['major']|['and', 'represent']|NN|False|True|False|13|True|PP|of|would|False|0.533333333333|THE|A
5181|A|"data/parsed/22/wsj_2234.mrg|4|32"|By a 6-4 margin , House negotiators initially rejected last night [ a Senate provision ] covering all domestic flights .|provision|sg|NN|[u'condition.n.02']||NP|[]|['NNP']|False|[]|[u'cover', 'all']|['Senate']|['last', 'night']|NN|False|True|False|5|False|VP|covering|rejected|False|0.647058823529|THE|A
5234|A|"data/parsed/22/wsj_2234.mrg|11|95"|Majority Whip William Gray owes a political debt to Southern agriculture lawmakers for his rise in the House , and the Philadelphia Democrat used his position in the conference to salvage the exemption from [ a total ban . ]|ban|sg|NN|[u'decree.n.01']||PP|['.']|['JJ']|True|['.']|[]|['total']|['exemption', 'from']|NN|False|False|False|0|False|||to|True|0.971428571429|THE|A
5365|A|"data/parsed/22/wsj_2235.mrg|1|103"|Enjoying several blockbuster movie hits including `` Batman , '' Los Angeles-based Guber-Peters Entertainment Co. reported earnings for the first quarter ended Aug. 31 of $ 5.8 million , or 50 cents a share , compared with [ a year-earlier loss . ]|loss|sg|NN|[u'transferred_property.n.01']||PP|['.']|['JJ']|False|['.']|[]|['year-earlier']|[u'compare', 'with']|NN|False|False|False|0|False|||reported|False|0.973684210526|THE|A
5411|A|"data/parsed/22/wsj_2236.mrg|1|4"|[ A group ] including Jon M. Huntsman of Salt Lake City , said it boosted its stake in Aristech Chemical Corp. to 8.36 % of the the common shares outstanding .|group|sg|NN|[u'abstraction.n.06']||NP|[]|[]|False|[]|[u'include', 'Jon']|[]|[]|NN|False|True|False|9|False|PP|including|said|False|0.0|THE|A
5452|A|"data/parsed/22/wsj_2237.mrg|1|82"|Congress has been critical of the Bush administration for not sending enough aid to Poland , so it is getting ready to send its own version of [ a CARE package . ]|package|sg|NN|[u'collection.n.01']||PP|['.']|['JJ']|False|['.']|[]|['CARE']|['version', 'of']|NN|False|False|False|0|False|||to|False|0.964285714286|THE|A
5455|A|"data/parsed/22/wsj_2237.mrg|2|26"|Last month , the Senate voted to send [ a delegation ] of congressional staffers to Poland to assist its legislature , the Sejm , in democratic procedures .|delegation|sg|NN|[u'organization.n.01']||NP|[]|[]|False|[]|['of', 'congressional']|[]|['to', 'send']|NN|False|True|False|3|True|PP|of|to|False|0.307692307692|THE|A
5506|A|"data/parsed/22/wsj_2238.mrg|4|53"|The company reported a loss after taxation and minority interests of 14 million Irish punts , compared with [ a loss ] of 9.3 million Irish punts for the year-earlier period .|loss|sg|NN|[u'transferred_property.n.01']||NP|[]|[]|True|[]|['of', '<number>']|[]|[u'compare', 'with']|NN|False|True|False|5|True|PP|of|reported|True|0.620689655172|THE|A
5521|A|"data/parsed/22/wsj_2238.mrg|8|21"|Waterford said the appointment of [ a new management team ] and the signing of a comprehensive labor agreement are expected to enhance the company 's long-term prospects .|team|sg|NN|[u'unit.n.03']||NP|[]|['JJ', 'NN']|False|[]|['and']|['new', 'management']|['appointment', 'of']|NN|False|True|False|1|False|CC|and|are|False|0.208333333333|THE|A
5535|A|"data/parsed/22/wsj_2239.mrg|2|34"|The setback , in which Treasury bond prices plummeted , reflected [ a rebound ] in the stock market and profit-taking .|rebound|sg|NN|[u'movement.n.03']||NP|[]|[]|False|[]|['in']|[]|[',', u'reflect']|NN|False|True|False|7|False|PP|in|reflected|False|0.578947368421|THE|A
5634|A|"data/parsed/22/wsj_2239.mrg|22|64"|But prices of junk bonds , which were battered Friday in near standstill trading , rebounded to post small gains after [ a volatile trading session . ]|session|sg|NN|[u'conference.n.03']||PP|['.']|['JJ', 'NN']|False|['.']|[]|['volatile', 'trading']|[u'gain', 'after']|NN|False|False|False|0|False|||to|False|0.954545454545|THE|A
5648|A|"data/parsed/22/wsj_2239.mrg|25|59"|In particular , they said S , firms such as First Boston Corp. and Drexel Burnham Lambert Inc. began making [ a market ] in junk issues early in the session when prices hit severely depressed levels .|market|sg|NN|[u'activity.n.01']||VP|[]|[]|True|[]|['in', 'junk']|[]|[u'begin', u'make']|NN|False|False|False|0|False|||making|True|0.571428571429|THE|A
5673|A|"data/parsed/22/wsj_2239.mrg|28|49"|The benchmark 30-year bond , for example rose one point in early Japanese trading in reaction to [ a quick 600-point drop ] in the Tokyo stock market .|drop|sg|NN|[u'sphere.n.05']||NP|[]|['JJ', 'JJ']|False|[]|['in']|['quick', '600-point']|['reaction', 'to']|NN|False|True|False|6|False|PP|in|rose|False|0.708333333333|THE|A
5728|A|"data/parsed/22/wsj_2239.mrg|38|38"|Industrial production is expected to have declined 0.2 % , according to [ a consensus ] of economists surveyed by Dow Jones Capital Markets Report .|consensus|sg|NN|[u'agreement.n.03']||NP|[]|[]|False|[]|['of', u'economist']|[]|[u'accord', 'to']|NN|False|True|False|10|True|PP|of|is|False|0.521739130435|THE|A
5735|A|"data/parsed/22/wsj_2239.mrg|40|4"|[ A widening ] of that magnitude , said S one New York trader , is `` not a favorable number ... .|widening|sg|NN|[u'increase.n.03']||NP|[]|[]|False|[]|['of', 'that']|[]|[]|NN|False|True|False|4|True|PP|of|said|False|0.0|THE|A
5756|A|"data/parsed/22/wsj_2239.mrg|44|12"|Resolution Funding is [ a division ] of Resolution Trust Corp. , the new federal agency created to bail out the nation 's troubled thrifts .|division|sg|NN|[u'army_unit.n.01']||NP|[]|[]|False|[]|['of', 'Resolution']|[]|['Funding', u'be']|NN|False|True|False|19|True|PP|of|is|False|0.130434782609|THE|A
5777|A|"data/parsed/22/wsj_2239.mrg|50|27"|The benchmark 30-year Treasury bond was quoted late at [ a price ] of 101 19\\/32 , compared with a closing price of 103 12\\/32 Friday .|price|sg|NN|[u'value.n.02']||NP|[]|[]|True|[]|['of', '<number>']|[]|['late', 'at']|NN|False|True|False|4|True|PP|of|was|True|0.375|THE|A
5779|A|"data/parsed/22/wsj_2239.mrg|50|50"|The benchmark 30-year Treasury bond was quoted late at a price of 101 19\\/32 , compared with [ a closing price ] of 103 12\\/32 Friday .|price|sg|NN|[u'value.n.02']||NP|[]|['NN']|True|[]|['of', '<number>']|['closing']|[u'compare', 'with']|NN|False|True|False|3|True|PP|of|was|True|0.739130434783|THE|A
5788|A|"data/parsed/22/wsj_2239.mrg|52|34"|The latest 10-year notes were quoted late at 100 3\\/32 for [ a yield ] of 7.97 % , compared with 101 9\\/32 to yield 7.84 % .|yield|sg|NN|[u'production.n.07']||NP|[]|[]|True|[]|['of', '<number>']|[]|['3\\\\/32', 'for']|NN|False|True|False|4|True|PP|of|were|True|0.44|THE|A
5825|A|"data/parsed/22/wsj_2239.mrg|59|48"|The percentage rates are calculated on a 360-day year , while the coupon-equivalent yield is based on [ a 365-day year . ]|year|sg|NN|[u'time_period.n.01']||PP|['.']|['JJ']|False|['.']|[]|['365-day']|[u'base', 'on']|NN|False|False|False|0|False|||is|True|0.944444444444|THE|A
5905|A|"data/parsed/22/wsj_2239.mrg|77|34"|Late yesterday Ginnie Mae 9 % securities were yielding 9.39 % to [ a 12-year average life assumption , ] as the spread above the Treasury 10-year note narrowed 0.01 percentage point to 1.42 .|assumption|sg|NN|[u'postulate.n.01']||PP|[',']|['JJ', 'JJ', 'NN']|False|[',']|['as']|['12-year', 'average', 'life']|['%', 'to']|NN|False|False|False|0|False|||were|False|0.428571428571|THE|A
5942|A|"data/parsed/22/wsj_2239.mrg|83|70"|The session losses left municipal dollar bonds close to where they were before the 190.58-point drop in the Dow Jones Industrial Average Friday prompted [ a capital markets rally . ]|rally|sg|NN|[u'gathering.n.01']||VP|['.']|['NN', 'NNS']|False|['.']|[]|['capital', u'market']|['Friday', u'prompt']|NN|False|False|False|0|False|||prompted|False|0.96|THE|A
5949|A|"data/parsed/22/wsj_2239.mrg|84|72"|Trading was hectic during the morning , with players trying to gauge whether equities would continue Friday 's free fall or stabilize after [ a brief spot ] of weakness .|spot|sg|NN|[u'point.n.02']||NP|[]|['JJ']|False|[]|['of', 'weakness']|['brief']|['stabilize', 'after']|NN|False|True|False|3|True|PP|of|to|False|0.851851851852|THE|A
5958|A|"data/parsed/22/wsj_2239.mrg|85|87"|Tax-exempts started the session flat to a touch higher on anticipation of further stock market erosion , but bond prices rapidly turned south as it became more clear that [ a repeat ] of the October 1987 crash was n't at hand .|repeat|sg|NN|[u'periodic_event.n.01']||NP|[]|[]|False|[]|['of']|[]|['clear', 'that']|NN|False|True|False|5|True|PP|of|was|False|0.725|THE|A
5967|A|"data/parsed/22/wsj_2239.mrg|87|39"|Traders said retail investors seemed to be hugging the sidelines until [ a measure ] of volatility is wrung out of the market .|measure|sg|NN|[u'maneuver.n.04']||NP|[]|[]|False|[]|['of', 'volatility']|[]|[u'sideline', 'until']|NN|False|True|False|2|True|PP|of|is|False|0.52380952381|THE|A
6053|A|"data/parsed/22/wsj_2241.mrg|3|51"|The spokesman said Laidlaw would n't increase its stake in ADT beyond 30 % `` without [ a great deal ] of thought '' because of British takeover regulations that require a company acquiring more than 30 % to extend an offer to the rest of the company 's shareholders .|deal|sg|NN|[u'transaction.n.01']||NP|[]|['JJ']|False|[]|['of', 'thought']|['great']|['``', 'without']|NN|False|True|False|12|True|PP|of|acquiring|False|0.340425531915|THE|A
6056|A|"data/parsed/22/wsj_2241.mrg|3|88"|The spokesman said Laidlaw would n't increase its stake in ADT beyond 30 % `` without a great deal of thought '' because of British takeover regulations that require [ a company ] acquiring more than 30 % to extend an offer to the rest of the company 's shareholders .|company|sg|NN|[u'institution.n.01']||VP|[]|[]|False|[]|[u'acquire', 'more']|[]|['that', 'require']|NN|False|False|False|0|False|||require|False|0.604166666667|THE|A
6058|A|"data/parsed/22/wsj_2241.mrg|3|113"|The spokesman said Laidlaw would n't increase its stake in ADT beyond 30 % `` without a great deal of thought '' because of British takeover regulations that require a company acquiring more than 30 % to extend [ an offer ] to the rest of the company 's shareholders .|offer|sg|NN|[u'speech_act.n.01']||VP|[]|[]|False|[]|['to']|[]|['to', 'extend']|NN|False|False|False|0|False|||to|False|0.791666666667|THE|A
6063|A|"data/parsed/22/wsj_2241.mrg|4|9"|ADT , [ a security services and auctions company , ] trades on London 's Stock Exchange .|company|sg|NN|[u'institution.n.01']||NP|[',']|['NN', 'NNS', 'CC', 'NNS']|True|[',']|[u'trade', 'on']|['security', u'service', 'and', u'auction']|['ADT', ',']|NN|False|False|False|0|False|||trades|True|0.2|THE|A
6068|A|"data/parsed/22/wsj_2241.mrg|5|25"|Laidlaw is 47%-controlled by Canadian Pacific Ltd. , [ a Montreal transportation , resources and industrial holding concern . ]|concern|sg|NN|[u'interest.n.01']||NP|['.']|['NNP', 'NN', ',', 'NNS', 'CC', 'JJ', 'VBG']|True|['.']|[]|['Montreal', 'transportation', ',', u'resource', 'and', 'industrial', u'hold']|['Ltd.', ',']|NN|False|False|False|0|False|||is|True|0.888888888889|THE|A
6163|A|"data/parsed/22/wsj_2244.mrg|2|38"|It said the loss resulted from startup and introduction costs related to [ a new medical ultrasound equipment system . ]|system|sg|NN|[u'instrumentality.n.03']||PP|['.']|['JJ', 'JJ', 'JJ', 'NN']|False|['.']|[]|['new', 'medical', 'ultrasound', 'equipment']|[u'relate', 'to']|NN|False|False|False|0|False|||resulted|False|0.923076923077|THE|A
6248|A|"data/parsed/22/wsj_2246.mrg|2|67"|U.S. Banknote said it is in negotiations to sell `` certain facilities , '' which it did n't name , to [ a third party , ] and it needs the extension to try to reach a definitive agreement on the sale .|party|sg|NN|[u'organization.n.01']||PP|[',']|['JJ']|False|[',']|['and', 'it']|['third']|[',', 'to']|NN|False|False|False|0|False|||did|False|0.552631578947|THE|A
6267|A|"data/parsed/22/wsj_2246.mrg|5|34"|U.S. Banknote said `` there can be no assurance '' [ a sale agreement ] would be concluded .|agreement|sg|NN|[u'statement.n.01']||S|[]|['NN']|True|[]|['would', 'be']|['sale']|"['assurance', ""''""]"|NN|False|False|False|0|False|||would|True|0.666666666667|THE|A
6307|A|"data/parsed/22/wsj_2247.mrg|2|66"|Under the terms of the contract , New York-based Gitano has the option to acquire the remaining 50 % of Regatta , [ a maker ] of men 's and women 's clothes sold primarily in department stores , under certain conditions .|maker|sg|NN|[u'creator.n.02']||NP|[]|[]|True|[]|['of', 'men']|[]|['Regatta', ',']|NN|False|True|False|17|True|PP|of|to|True|0.55|THE|A
6402|A|"data/parsed/22/wsj_2249.mrg|3|32"|Including the stake DIG already held , DIG holds [ a total ] of about 25 % of Di Giorgio 's shares on a fully diluted basis .|total|sg|NN|[u'whole.n.02']||NP|[]|[]|False|[]|['of', 'about']|[]|['DIG', u'hold']|NN|False|True|False|9|True|PP|of|holds|False|0.36|THE|A
6417|A|"data/parsed/22/wsj_2249.mrg|6|10"|DIG is [ a unit ] of DIG Holding Corp. , a unit of Rose Partners L.P .|unit|sg|NN|[u'definite_quantity.n.01']||NP|[]|[]|False|[]|['of', 'DIG']|[]|['DIG', u'be']|NN|False|True|False|12|True|PP|of|is|False|0.133333333333|THE|A
6419|A|"data/parsed/22/wsj_2249.mrg|6|29"|DIG is a unit of DIG Holding Corp. , [ a unit ] of Rose Partners L.P .|unit|sg|NN|[u'definite_quantity.n.01']||NP|[]|[]|False|[]|['of', 'Rose']|[]|['Corp.', ',']|NN|False|True|False|5|True|PP|of|is|True|0.6|THE|A
6426|A|"data/parsed/22/wsj_2249.mrg|8|19"|In August , Di Giorgio , [ a San Francisco food products and building materials marketing and distribution company , ] rejected Mr. Goldberg 's offer as inadequate .|company|sg|NN|[u'institution.n.01']||NP|[',']|['NNP', 'NNP', 'NN', 'NNS', 'CC', 'NN', 'NNS', 'NN', 'CC', 'NN']|False|[',']|[u'reject', 'Mr.']|['San', 'Francisco', 'food', u'product', 'and', 'building', u'material', 'marketing', 'and', 'distribution']|['Giorgio', ',']|NN|False|False|False|0|False|||rejected|False|0.4|THE|A
6510|A|"data/parsed/22/wsj_2250.mrg|18|17"|Also trying to snare [ a portion ] of the $ 2 billion-a-year industry is Agfa Corp. , a unit of Bayer AG .|portion|sg|NN|[u'relation.n.01']||NP|[]|[]|False|[]|['of']|[]|['to', 'snare']|NN|False|True|False|6|True|PP|of|to|False|0.190476190476|THE|A
6513|A|"data/parsed/22/wsj_2250.mrg|18|50"|Also trying to snare a portion of the $ 2 billion-a-year industry is Agfa Corp. , [ a unit ] of Bayer AG .|unit|sg|NN|[u'definite_quantity.n.01']||NP|[]|[]|False|[]|['of', 'Bayer']|[]|['Corp.', ',']|NN|False|True|False|4|True|PP|of||False|0.761904761905|THE|A
6517|A|"data/parsed/22/wsj_2250.mrg|19|32"|Agfa recently signed Olympic gold medalist Florence Griffith-Joyner to endorse [ a new line ] of black-and-white paper that 's geared to consumers and will compete directly with Kodak 's papers .|line|sg|NN|[u'formation.n.01']||NP|[]|['JJ']|True|[]|['of', 'black-and-white']|['new']|['to', 'endorse']|NN|False|True|False|8|True|PP|of|to|True|0.357142857143|THE|A
6597|A|"data/parsed/22/wsj_2250.mrg|33|11"|The campaign won [ a Cleo award ] as this year 's best ad by a specialty retailer .|award|sg|NN|[u'grant.n.02']||VP|[]|['NNP']|False|[]|['as', 'this']|['Cleo']|['campaign', u'win']|NN|False|False|False|0|False|||won|False|0.2|THE|A
6600|A|"data/parsed/22/wsj_2250.mrg|33|36"|The campaign won a Cleo award as this year 's best ad by [ a specialty retailer . ]|retailer|sg|NN|[u'distributor.n.01', u'merchant.n.01']||PP|['.']|['NN']|True|['.']|[]|['specialty']|['ad', 'by']|NN|False|False|False|0|False|||won|True|0.928571428571|THE|A
6608|A|"data/parsed/22/wsj_2250.mrg|35|55"|Companies `` feel black and white will convey a stronger statement , '' says S Marc L. Hauser , [ a Chicago photographer ] who is working on a black-and-white print ad for Stouffer Food Corp. 's Lean Cuisine .|photographer|sg|NN|[u'artist.n.01']||NP|[]|['NNP']|False|[]|['who', u'be']|['Chicago']|['Hauser', ',']|NN|False|True|False|16|False|SBAR|who||False|0.527777777778|THE|A
6609|A|"data/parsed/22/wsj_2250.mrg|35|77"|Companies `` feel black and white will convey a stronger statement , '' says S Marc L. Hauser , a Chicago photographer who is working on [ a black-and-white print ad ] for Stouffer Food Corp. 's Lean Cuisine .|ad|sg|NN|[u'promotion.n.01']||NP|[]|['JJ', 'NN']|True|[]|['for', 'Stouffer']|['black-and-white', 'print']|[u'work', 'on']|NN|False|True|False|8|False|PP|for|is|True|0.742857142857|THE|A
6685|A|"data/parsed/22/wsj_2250.mrg|54|14"|Charles Beseler Co. , [ a leading maker ] of photographic enlargers , introduced last month a complete darkroom starter kit targeted at teen-agers who want to process their own black-and-white photographs .|maker|sg|NN|[u'creator.n.02']||NP|[]|['VBG']|False|[]|['of', 'photographic']|[u'lead']|['Co.', ',']|NN|False|True|False|4|True|PP|of|introduced|False|0.137931034483|THE|A
6709|A|"data/parsed/22/wsj_2250.mrg|57|39"|But some industry observers believe the resurgence of black and white is only [ a fad . ]|fad|sg|NN|[u'fashion.n.03']||VP|['.']|[]|False|['.']|[]|[]|[u'be', 'only']|NN|False|False|False|0|False|||is|False|0.928571428571|THE|A
6798|A|"data/parsed/22/wsj_2252.mrg|1|58"|Agip S.p . A. and Societe National Elf Aquitaine , the state oil companies of Italy and France , respectively , submitted [ an offer ] to buy Gatoil Suisse S.A .|offer|sg|NN|[u'speech_act.n.01']||VP|[]|[]|False|[]|['to', 'buy']|[]|[',', u'submit']|NN|False|False|False|0|False|||submitted|False|0.758620689655|THE|A
6816|A|"data/parsed/22/wsj_2252.mrg|6|12"|Gatoil Suisse owns [ an oil refinery ] in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .|refinery|sg|NN|[u'plant.n.01']||NP|[]|['NN']|False|[]|['in', 'Switzerland']|['oil']|['Suisse', u'own']|NN|False|True|False|2|False|PP|in|owns|False|0.125|THE|A
